Timestamp Seconds,timestamp,gse1_v,gse1_i,gse1_w,ter_v,ter_i,te1_v,te1_i,batt_v,batt_i,batt_adc,temp (f),temp,pressure (atm),pressure,humidity,accel_x,accel_y,accel_z,x g's,y g's,z g's,te1,ter,te2,te3,batt,inhib1,inhib2,inhib3,pharos_pos,atlas_pos,servo_angle,pharos_moving,atlas_moving
2.839,2839,30.536,0.585,17.86356,0,-0.001,0,-0.004,0,-0.001,0.524,73.328,22.96,1.007860054,102121.42,56.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0
3.33,3330,30.536,0.585,17.86356,0,-0.001,0,-0.004,0,-0.001,0.524,73.328,22.96,1.007860054,102121.42,56.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0
3.83,3830,29.994,1.11,33.29334,0,-0.001,0,0.003,0,0,0.524,73.418,23.01,1.007884925,102123.94,56.17,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
4.33,4330,29.964,1.114,33.379896,0,0,0,0,0,0.002,0.524,73.454,23.03,1.007924007,102127.9,56.16,1.109,-9.688,1.879,-0.1131632653,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
4.83,4830,29.965,1.105,33.111325,0,-0.001,0,-0.001,0,-0.003,0.524,73.49,23.05,1.007942956,102129.82,56.13,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
5.33,5330,29.994,1.067,32.003598,0,0,0,-0.003,0,-0.001,0.524,73.49,23.05,1.007985788,102134.16,56.12,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
5.859,5859,30.011,1.047,31.421517,0,0,0,0.002,0,0,0.526,73.508,23.06,1.008025068,102138.14,56.14,1.074,-9.652,1.762,-0.1095918367,0.9848979592,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
6.33,6330,30.011,1.047,31.421517,0,0,0,0.002,0,0,0.526,73.508,23.06,1.008025068,102138.14,56.14,1.074,-9.652,1.762,-0.1095918367,0.9848979592,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
6.83,6830,29.948,1.102,33.002696,0,0,0,-0.001,0,-0.001,0.524,73.526,23.07,1.008083395,102144.05,56.14,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
7.33,7330,29.896,1.133,33.872168,0,0,0,-0.001,0,-0.001,0.524,73.544,23.08,1.008149519,102150.75,56.15,1.148,-9.727,1.84,-0.1171428571,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
7.83,7830,29.709,1.275,37.878975,0,-0.003,0,-0.003,0,-0.003,0.524,73.562,23.09,1.008214853,102157.37,56.19,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
8.33,8330,29.778,1.343,39.991854,0,-0.001,0,-0.003,0,-0.001,0.524,73.562,23.09,1.008193733,102155.23,56.22,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
8.839,8839,29.631,1.277,37.838787,0,-0.001,0,0,0,-0.001,0.524,73.562,23.09,1.008287491,102164.73,56.27,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
9.33,9330,29.631,1.277,37.838787,0,-0.001,0,0,0,-0.001,0.524,73.562,23.09,1.008287491,102164.73,56.27,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
9.83,9830,29.75,1.243,36.97925,0,-0.003,0,-0.005,0,0,0.524,73.58,23.1,1.008262226,102162.17,56.29,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
10.33,10330,29.695,1.365,40.533675,0,0,0,-0.004,0,-0.003,0.526,73.58,23.1,1.008367925,102172.88,56.34,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
10.83,10830,29.702,1.279,37.988858,0,-0.001,0,-0.006,0,0,0.524,73.598,23.11,1.00840227,102176.36,56.38,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
11.33,11330,29.669,1.238,36.730222,0,-0.001,0,0.003,0,-0.001,0.524,73.616,23.12,1.008474907,102183.72,56.43,1.109,-9.727,1.879,-0.1131632653,0.9925510204,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
11.858,11858,29.581,1.342,39.697702,0,-0.003,0,-0.001,0,0,0.524,73.616,23.12,1.008508167,102187.09,56.47,1.074,-9.727,1.762,-0.1095918367,0.9925510204,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
12.33,12330,29.581,1.342,39.697702,0,-0.003,0,-0.001,0,0,0.524,73.616,23.12,1.008508167,102187.09,56.47,1.074,-9.727,1.762,-0.1095918367,0.9925510204,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
12.83,12830,29.625,1.335,39.549375,0,-0.003,0,-0.001,0,-0.001,0.526,73.634,23.13,1.008573698,102193.73,56.51,1.109,-9.652,1.84,-0.1131632653,0.9848979592,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
13.33,13330,29.763,1.218,36.251334,0,-0.003,0,-0.004,0,-0.001,0.526,73.652,23.14,1.008572613,102193.62,56.54,1.074,-9.727,1.84,-0.1095918367,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
13.83,13830,29.74,1.205,35.8367,0,-0.001,0,-0.004,0,0,0.526,73.67,23.15,1.008664693,102202.95,56.59,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
14.33,14330,29.585,1.514,44.79169,0,-0.001,0,-0.001,0,0,0.526,73.67,23.15,1.008698939,102206.42,56.63,1.148,-9.73,1.801,-0.1171428571,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
14.839,14839,29.726,1.157,34.392982,0,-0.001,0,0.002,0,-0.003,0.526,73.67,23.15,1.008727362,102209.3,56.67,1.074,-9.727,1.84,-0.1095918367,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
15.33,15330,29.726,1.157,34.392982,0,-0.001,0,0.002,0,-0.003,0.526,73.67,23.15,1.008727362,102209.3,56.67,1.074,-9.727,1.84,-0.1095918367,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
15.83,15830,29.778,1.135,33.79803,0,-0.004,0,-0.005,0,0,0.526,73.688,23.16,1.008766445,102213.26,56.71,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
16.33,16330,29.558,1.243,36.740594,0,-0.003,0,-0.003,0,-0.001,0.526,73.706,23.17,1.008798421,102216.5,56.74,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
16.83,16830,29.907,0.989,29.578023,0,-0.003,0,-0.003,0,-0.001,0.526,73.706,23.17,1.008903824,102227.18,56.77,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
17.33,17330,29.907,1.007,30.116349,0,-0.003,0,-0.004,0,0,0.526,73.742,23.19,1.008913595,102228.17,56.82,1.109,-9.652,1.84,-0.1131632653,0.9848979592,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
17.86,17860,29.904,1.013,30.292752,0,-0.004,0,-0.001,0,-0.001,0.526,73.742,23.19,1.008976363,102234.53,56.83,1.074,-9.691,1.914,-0.1095918367,0.988877551,-0.1953061224,0,0,0,0,0,0,0,0,0,0,135,0,0
18.33,18330,29.904,1.013,30.292752,0,-0.004,0,-0.001,0,-0.001,0.526,73.742,23.19,1.008976363,102234.53,56.83,1.074,-9.691,1.914,-0.1095918367,0.988877551,-0.1953061224,0,0,0,0,0,0,0,0,0,0,135,0,0
18.83,18830,29.9,1.012,30.2588,0,-0.001,0,-0.001,0,-0.001,0.526,73.76,23.2,1.008998865,102236.81,56.86,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
19.33,19330,29.905,1.004,30.02462,0,-0.004,0,-0.006,0,0,0.526,73.76,23.2,1.009051764,102242.17,56.88,1.148,-9.691,1.801,-0.1171428571,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
19.83,19830,29.879,1,29.879,0,-0.003,0,-0.001,0,-0.001,0.526,73.778,23.21,1.009090945,102246.14,56.91,1.148,-9.73,1.801,-0.1171428571,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
20.33,20330,29.876,0.988,29.517488,0,-0.001,0,-0.005,0,-0.001,0.526,73.778,23.21,1.009125981,102249.69,56.93,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
20.839,20839,29.904,0.993,29.694672,0,-0.003,0,-0.005,0,0,0.526,73.796,23.22,1.009155983,102252.73,56.97,1.109,-9.688,1.879,-0.1131632653,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
21.33,21330,29.904,0.993,29.694672,0,-0.003,0,-0.005,0,0,0.526,73.796,23.22,1.009155983,102252.73,56.97,1.109,-9.688,1.879,-0.1131632653,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
21.83,21830,29.903,1.003,29.992709,0,-0.003,0,-0.009,0,-0.001,0.526,73.814,23.23,1.009192006,102256.38,57,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
22.33,22330,29.9,0.984,29.4216,0.001,-0.004,0,-0.005,0,0,0.526,73.832,23.24,1.009264051,102263.68,57.02,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
22.83,22830,29.819,1.032,30.773208,0.001,-0.003,0,-0.008,0,0,0.526,73.814,23.23,1.009266716,102263.95,57.05,1.074,-9.727,1.879,-0.1095918367,0.9925510204,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
23.33,23330,29.886,0.997,29.796342,0,-0.003,0,-0.004,0,-0.001,0.526,73.85,23.25,1.009334123,102270.78,57.08,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
23.859,23859,29.885,0.993,29.675805,0.001,-0.004,0,-0.008,0,-0.001,0.526,73.85,23.25,1.009373501,102274.77,57.1,1.035,-9.691,1.879,-0.1056122449,0.988877551,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
24.33,24330,29.885,0.993,29.675805,0.001,-0.004,0,-0.008,0,-0.001,0.526,73.85,23.25,1.009373501,102274.77,57.1,1.035,-9.691,1.879,-0.1056122449,0.988877551,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
24.83,24830,29.871,0.997,29.781387,0,-0.003,0,-0.008,0,-0.001,0.526,73.868,23.26,1.009421268,102279.61,57.12,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
25.33,25330,29.882,0.988,29.523416,0,-0.004,0,-0.005,0,-0.001,0.526,73.886,23.27,1.009445349,102282.05,57.16,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
25.83,25830,29.882,0.967,28.895894,0.001,-0.003,0,-0.01,0,0,0.526,73.886,23.27,1.009471305,102284.68,57.19,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
26.33,26330,29.88,0.998,29.82024,0.001,-0.004,0,-0.004,0,0,0.526,73.904,23.28,1.009512855,102288.89,57.22,1.148,-9.688,1.84,-0.1171428571,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
26.839,26839,29.88,0.988,29.52144,0,-0.004,0,-0.009,0,-0.001,0.526,73.922,23.29,1.009549864,102292.64,57.25,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
27.33,27330,29.88,0.988,29.52144,0,-0.004,0,-0.009,0,-0.001,0.526,73.922,23.29,1.009549864,102292.64,57.25,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
27.83,27830,29.865,0.988,29.50662,0.002,-0.003,0,-0.004,0,0,0.526,73.94,23.3,1.009570392,102294.72,57.23,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
28.33,28330,29.854,1.019,30.421226,0.001,-0.004,0,-0.009,0,0,0.528,73.958,23.31,1.009659215,102303.72,57.3,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
28.83,28830,29.586,1.273,37.662978,0,-0.003,0,-0.009,0,-0.001,0.528,73.976,23.32,1.009684974,102306.33,57.32,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
29.33,29330,29.785,1.079,32.138015,0.001,-0.004,0,-0.01,0,-0.003,0.528,73.976,23.32,1.009713595,102309.23,57.35,1.074,-9.727,1.84,-0.1095918367,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
29.859,29859,29.831,0.99,29.53269,0.001,-0.004,0,-0.006,0,-0.001,0.528,73.994,23.33,1.009796299,102317.61,57.38,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
30.33,30330,29.831,0.99,29.53269,0.001,-0.004,0,-0.006,0,-0.001,0.528,73.994,23.33,1.009796299,102317.61,57.38,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
30.83,30830,29.804,1.008,30.042432,0.001,-0.004,0,-0.006,0,0,0.528,74.012,23.34,1.009778732,102315.83,57.42,1.074,-9.688,1.762,-0.1095918367,0.9885714286,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
31.33,31330,29.711,1.125,33.424875,0.002,-0.004,0,-0.009,0,0,0.528,74.012,23.34,1.009859067,102323.97,57.43,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
31.83,31830,29.911,0.904,27.039544,0,-0.003,0,-0.014,0,-0.001,0.528,74.03,23.35,1.009918283,102329.97,57.46,1.109,-9.652,1.879,-0.1131632653,0.9848979592,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
32.33,32330,29.871,0.937,27.989127,0.001,-0.004,0,-0.011,0,0,0.528,74.048,23.36,1.009951937,102333.38,57.47,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
32.83,32830,29.61,1.272,37.66392,0.002,-0.003,0,-0.008,0,0,0.528,74.066,23.37,1.009997631,102338.01,57.51,1.074,-9.727,1.879,-0.1095918367,0.9925510204,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
33.33,33330,29.821,0.989,29.492969,0.002,-0.004,0,-0.009,0,-0.001,0.528,74.084,23.38,1.010019541,102340.23,57.54,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
33.83,33830,29.904,0.94,28.10976,0.002,-0.005,0,-0.006,0,-0.001,0.528,74.084,23.38,1.010043622,102342.67,57.53,1.035,-9.691,1.762,-0.1056122449,0.988877551,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
34.33,34330,29.911,0.883,26.411413,0.001,-0.003,0.001,-0.011,0,0,0.528,74.12,23.4,1.01010639,102349.03,57.58,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
34.83,34830,29.468,1.415,41.69722,0.001,-0.004,0,-0.011,0,0,0.528,74.12,23.4,1.01014715,102353.16,57.59,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
35.33,35330,29.468,1.415,41.69722,0.001,-0.004,0,-0.011,0,0,0.528,74.12,23.4,1.01014715,102353.16,57.59,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
35.83,35830,29.38,1.402,41.19076,0.001,-0.005,0,-0.013,0,-0.001,0.528,74.138,23.41,1.010160572,102354.52,57.63,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
36.33,36330,29.256,1.714,50.144784,0.002,-0.005,0,-0.011,0,-0.001,0.528,74.156,23.42,1.010203109,102358.83,57.65,1.148,-9.73,1.801,-0.1171428571,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
36.83,36830,29.071,1.808,52.560368,0.002,-0.005,0,-0.016,0,0.002,0.528,74.174,23.43,1.010268443,102365.45,57.66,1.035,-9.648,1.84,-0.1056122449,0.9844897959,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
37.33,37330,29.245,1.612,47.14294,0.002,-0.004,0,-0.014,0,-0.001,0.528,74.192,23.44,1.010299136,102368.56,57.65,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
37.831,37831,29.166,1.727,50.369682,0.001,-0.005,0.001,-0.014,0,0,0.528,74.228,23.46,1.010387861,102377.55,57.7,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
38.331,38331,29.166,1.727,50.369682,0.001,-0.005,0.001,-0.014,0,0,0.528,74.228,23.46,1.010387861,102377.55,57.7,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
38.831,38831,29.069,1.617,47.004573,0.002,-0.005,0,-0.014,0,-0.003,0.528,74.228,23.46,1.010420627,102380.87,57.73,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
39.331,39331,29.198,1.485,43.35903,0.002,-0.004,0,-0.014,0,0,0.528,74.246,23.47,1.010460498,102384.91,57.7,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
39.831,39831,29.396,1.403,41.242588,0.004,-0.005,0,-0.01,0,-0.001,0.528,74.264,23.48,1.010496521,102388.56,57.76,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
40.331,40331,29.185,1.654,48.27199,0.002,-0.004,0.004,-0.013,0,-0.004,0.528,74.282,23.49,1.010586825,102397.71,57.77,1.074,-9.688,1.879,-0.1095918367,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
40.831,40831,29.38,1.528,44.89264,0.002,-0.006,0,-0.016,0,0,0.528,74.3,23.5,1.010625315,102401.61,57.79,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
41.331,41331,29.17,1.603,46.75951,0.002,-0.005,0.001,-0.009,0,-0.001,0.528,74.336,23.52,1.010685517,102407.71,57.81,1.035,-9.691,1.84,-0.1056122449,0.988877551,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
41.831,41831,29.17,1.603,46.75951,0.002,-0.005,0.001,-0.009,0,-0.001,0.528,74.336,23.52,1.010685517,102407.71,57.81,1.035,-9.691,1.84,-0.1056122449,0.988877551,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
42.331,42331,29.134,1.647,47.983698,0.004,-0.005,0.002,-0.014,0,-0.001,0.528,74.354,23.53,1.010746706,102413.91,57.82,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
42.831,42831,29.16,1.552,45.25632,0.005,-0.005,0.001,-0.01,0,-0.001,0.528,74.372,23.54,1.010811547,102420.48,57.85,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
43.331,43331,29.124,1.645,47.90898,0.004,-0.006,0,-0.015,0,0,0.528,74.408,23.56,1.010848162,102424.19,57.86,0.996,-9.688,1.801,-0.1016326531,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
43.831,43831,29.065,1.622,47.14343,0.004,-0.006,0.001,-0.014,0,0,0.528,74.444,23.58,1.011045941,102444.23,57.86,1.109,-9.652,1.879,-0.1131632653,0.9848979592,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
44.331,44331,29.038,1.64,47.62232,0.004,-0.005,0.001,-0.011,0,-0.001,0.528,74.462,23.59,1.011268789,102466.81,57.89,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
44.831,44831,29.038,1.64,47.62232,0.004,-0.005,0.001,-0.011,0,-0.001,0.528,74.462,23.59,1.011268789,102466.81,57.89,1.074,-9.73,1.801,-0.1095918367,0.9928571429,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
45.331,45331,29.209,1.547,45.186323,0.004,-0.004,0.001,-0.016,0,-0.001,0.528,74.48,23.6,1.011402023,102480.31,57.91,1.109,-9.727,1.84,-0.1131632653,0.9925510204,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
45.831,45831,29.129,1.594,46.431626,0.004,-0.004,0,-0.014,0,0,0.528,74.516,23.62,1.011496768,102489.91,57.94,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
46.331,46331,29.184,1.677,48.941568,0.004,-0.004,0,-0.015,0,-0.001,0.528,74.516,23.62,1.011566149,102496.94,57.95,1.109,-9.691,1.801,-0.1131632653,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
46.831,46831,28.86,1.727,49.84122,0.005,-0.005,0,-0.018,0,-0.001,0.528,74.57,23.65,1.011616087,102502,57.95,1.109,-9.688,1.762,-0.1131632653,0.9885714286,-0.1797959184,0,0,0,0,0,0,0,0,0,0,135,0,0
47.332,47332,29.003,1.71,49.59513,0.004,-0.006,0,-0.016,0,-0.001,0.528,74.588,23.66,1.011697311,102510.23,57.99,1.074,-9.652,1.84,-0.1095918367,0.9848979592,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
47.832,47832,29.164,1.618,47.187352,0.005,-0.005,0,-0.014,0,-0.003,0.528,74.588,23.66,1.011769257,102517.52,57.99,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
48.332,48332,29.164,1.618,47.187352,0.005,-0.005,0,-0.014,0,-0.003,0.528,74.588,23.66,1.011769257,102517.52,57.99,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
48.832,48832,29.108,1.6,46.5728,0.005,-0.005,0.002,-0.018,0,-0.001,0.528,74.624,23.68,1.011842882,102524.98,58.01,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
49.332,49332,29.039,1.742,50.585938,0.004,-0.005,0.002,-0.019,0,-0.001,0.528,74.624,23.68,1.011887984,102529.55,58.01,1.074,-9.652,1.84,-0.1095918367,0.9848979592,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
49.832,49832,28.931,1.712,49.529872,0.005,-0.005,0.001,-0.014,0,-0.003,0.528,74.66,23.7,1.011965754,102537.43,58.04,1.074,-9.652,1.879,-0.1095918367,0.9848979592,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
50.332,50332,29.111,1.593,46.373823,0.005,-0.005,0.002,-0.016,0,-0.003,0.528,74.678,23.71,1.012016876,102542.61,58.06,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
50.832,50832,29.074,1.644,47.797656,0.005,-0.004,0.002,-0.019,0,-0.003,0.528,74.696,23.72,1.012057143,102546.69,58.08,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
51.332,51332,29.074,1.644,47.797656,0.005,-0.004,0.002,-0.019,0,-0.003,0.528,74.696,23.72,1.012057143,102546.69,58.08,1.074,-9.691,1.801,-0.1095918367,0.988877551,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
51.832,51832,29.015,1.655,48.019825,0.005,-0.006,0.002,-0.015,0,0,0.528,74.75,23.75,1.012165803,102557.7,58.08,1.109,-9.688,1.879,-0.1131632653,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
52.332,52332,29.066,1.693,49.208738,0.006,-0.006,0.002,-0.018,0,0,0.528,74.768,23.76,1.012242981,102565.52,58.09,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
52.832,52832,29.16,1.603,46.74348,0.005,-0.005,0.002,-0.019,0,0,0.528,74.786,23.77,1.012329632,102574.3,58.09,1.109,-9.688,1.84,-0.1131632653,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
53.332,53332,29.066,1.578,45.866148,0.005,-0.006,0.002,-0.02,0,0,0.528,74.804,23.78,1.012395954,102581.02,58.1,1.074,-9.688,1.84,-0.1095918367,0.9885714286,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
53.832,53832,29.458,1.374,40.475292,0.005,-0.006,0.001,-0.02,0,-0.001,0.528,74.84,23.8,1.012455169,102587.02,58.07,1.074,-9.688,1.879,-0.1095918367,0.9885714286,-0.1917346939,0,0,0,0,0,0,0,0,0,0,135,0,0
54.34,54340,29.081,1.718,49.961158,0.006,-0.006,0.001,-0.021,0,-0.001,0.528,74.858,23.81,1.012501554,102591.72,58.12,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
54.84,54840,29.104,1.504,43.772416,0.006,-0.006,0.002,-0.019,0,-0.003,0.528,74.894,23.83,1.01254261,102595.88,58.14,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
55.34,55340,29.104,1.504,43.772416,0.006,-0.006,0.002,-0.019,0,-0.003,0.528,74.894,23.83,1.01254261,102595.88,58.14,1.035,-9.688,1.801,-0.1056122449,0.9885714286,-0.1837755102,0,0,0,0,0,0,0,0,0,0,135,0,0
55.84,55840,29.216,1.203,35.146848,0.005,-0.006,0.001,-0.02,0,-0.001,0.528,74.93,23.85,1.012640513,102605.8,58.14,1.035,-9.691,1.84,-0.1056122449,0.988877551,-0.187755102,0,0,0,0,0,0,0,0,0,0,135,0,0
